#timestamp [ns], p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
1520437799814690422,0.9622794207,0.3041339694,1.5658990490,0.9637103915,-0.1521238010,-0.1579220929,0.1522538773
1520437799823023422,0.9580621091,0.2954414269,1.5665135775,0.9644201107,-0.1558387027,-0.1551450019,0.1467589083
1520437799831357422,0.9539307294,0.2870602863,1.5670534778,0.9654757040,-0.1571366827,-0.1535168724,0.1399903493
1520437799839690422,0.9499626532,0.2785546114,1.5674631777,0.9659373861,-0.1597834781,-0.1525222421,0.1348004893
1520437799848024422,0.9454528326,0.2698961140,1.5675838147,0.9666523691,-0.1629174858,-0.1496499595,0.1290193001
1520437799856357422,0.9414806010,0.2612970878,1.5674445071,0.9672000910,-0.1654766543,-0.1485982420,0.1227192866
1520437799864690422,0.9371579409,0.2528233563,1.5670196818,0.9678229966,-0.1676226328,-0.1468212091,0.1168966759
1520437799873023422,0.9328031534,0.2444089211,1.5662602266,0.9684807817,-0.1692645534,-0.1447589791,0.1115317193
1520437799881357422,0.9283184946,0.2360921092,1.5651775340,0.9691806229,-0.1704865724,-0.1424437028,0.1064567537
1520437799889690422,0.9239399532,0.2278730122,1.5639009157,0.9698321386,-0.1719323323,-0.1406940471,0.1003497937
1520437799898023422,0.9194940743,0.2197377939,1.5622102928,0.9707046927,-0.1724391391,-0.1388067912,0.0934334932
1520437799906357422,0.9151432304,0.2117504915,1.5603512912,0.9715569068,-0.1728624045,-0.1362492398,0.0873608073
1520437799914690422,0.9102990653,0.2035308544,1.5582656043,0.9722011920,-0.1753178396,-0.1322640430,0.0812078833
1520437799923024422,0.9058164942,0.1956180791,1.5557927199,0.9729888648,-0.1762076456,-0.1289664797,0.0749078219
1520437799931357422,0.9014171483,0.1878135222,1.5530038691,0.9738399616,-0.1766501694,-0.1253035864,0.0687710562
1520437799939690422,0.8971917658,0.1799345148,1.5500673044,0.9744947242,-0.1777663126,-0.1216739716,0.0628857316
1520437799948023422,0.8928505094,0.1723198956,1.5467065263,0.9752696352,-0.1779461717,-0.1180407876,0.0570146576
1520437799956357422,0.8882346417,0.1645886417,1.5430255011,0.9758555736,-0.1794097193,-0.1130735655,0.0522725633
1520437799964690422,0.8840608716,0.1572510054,1.5391295750,0.9766086226,-0.1790721025,-0.1094364301,0.0468235855
1520437799973024422,0.8799728743,0.1498743152,1.5349580267,0.9771979692,-0.1793422901,-0.1058176696,0.0415101523
1520437799981357422,0.8761344131,0.1427704183,1.5305633715,0.9777590758,-0.1791177056,-0.1027179106,0.0367840731
1520437799989690422,0.8722763231,0.1357467292,1.5257575693,0.9785130924,-0.1773278257,-0.1003261622,0.0316485603
1520437799998023422,0.8687197897,0.1290006824,1.5206728656,0.9791449699,-0.1760750086,-0.0976576756,0.0271237457
1520437800006357422,0.8648558893,0.1222714402,1.5153594856,0.9796807837,-0.1754116836,-0.0945918932,0.0225538694
1520437800014690422,0.8613792792,0.1158934887,1.5097457517,0.9803166140,-0.1736551696,-0.0921961757,0.0179745233
1520437800023023422,0.8582218614,0.1096498961,1.5038333110,0.9809141953,-0.1715795650,-0.0904296034,0.0137942469
1520437800031357422,0.8549839665,0.1036022646,1.4976313164,0.9814978767,-0.1695567188,-0.0883832376,0.0100419335
1520437800039690422,0.8519325515,0.0977342137,1.4912495371,0.9820827024,-0.1671064500,-0.0868835373,0.0063443707
1520437800048024422,0.8490973494,0.0919266448,1.4845608918,0.9826410243,-0.1646415514,-0.0854515654,0.0027940792
1520437800056357422,0.8463499352,0.0863498298,1.4776988255,0.9832087173,-0.1621191511,-0.0837698646,-0.0007802723
1520437800064690422,0.8436875988,0.0810701708,1.4704655128,0.9837959906,-0.1593055158,-0.0821620925,-0.0040733366
1520437800073023422,0.8412495698,0.0760238019,1.4630848582,0.9844259288,-0.1561079263,-0.0805279225,-0.0071526044
1520437800081357422,0.8389095213,0.0709700356,1.4555038666,0.9848600350,-0.1542903782,-0.0783934449,-0.0099829078
1520437800089690422,0.8369536785,0.0664605012,1.4475668282,0.9856206769,-0.1497150089,-0.0772078239,-0.0132758945
1520437800098024422,0.8349352370,0.0617481302,1.4395048704,0.9860846136,-0.1476247812,-0.0747487309,-0.0160214224
1520437800106357422,0.8334587777,0.0575413996,1.4313048255,0.9866888570,-0.1441164106,-0.0731057372,-0.0181964506
1520437800114690422,0.8320057736,0.0532966606,1.4228021361,0.9871893570,-0.1415191930,-0.0708877431,-0.0201101808
1520437800123023422,0.8308965962,0.0494248978,1.4142273939,0.9878096470,-0.1379908153,-0.0686516356,-0.0218538143
1520437800131357422,0.8300700532,0.0455356735,1.4055142010,0.9883463514,-0.1347038285,-0.0666551958,-0.0241547758
1520437800139690422,0.8292303946,0.0419624451,1.3965811923,0.9889059014,-0.1319208659,-0.0635126594,-0.0250628284
1520437800148023422,0.8288311012,0.0383980293,1.3874996384,0.9895313798,-0.1284572362,-0.0604496727,-0.0259272811
1520437800156357422,0.8287196553,0.0352996554,1.3783479895,0.9901696904,-0.1245564651,-0.0576307630,-0.0269882627
1520437800164690422,0.8290363031,0.0324487933,1.3688355757,0.9908154955,-0.1201801188,-0.0554813838,-0.0276262365
1520437800173024422,0.8293159911,0.0298947139,1.3593292057,0.9914342830,-0.1164571417,-0.0523402703,-0.0275007788
1520437800181357422,0.8296742217,0.0274555983,1.3499402960,0.9919861846,-0.1132888484,-0.0487731502,-0.0273902581
1520437800189690422,0.8303673126,0.0252856338,1.3402442370,0.9925498764,-0.1096497192,-0.0459145937,-0.0267120214
1520437800198023422,0.8313814714,0.0236391588,1.3303607377,0.9931099846,-0.1055416589,-0.0433852625,-0.0266690033
1520437800206357422,0.8328080224,0.0222479865,1.3206759864,0.9936756944,-0.1009040706,-0.0412138921,-0.0269888493
1520437800214690422,0.8344482158,0.0210902218,1.3106459516,0.9941070340,-0.0973999576,-0.0398209539,-0.0260527327
1520437800223024422,0.8362120733,0.0203661692,1.3004964642,0.9946836202,-0.0924419854,-0.0377176382,-0.0252260756
1520437800231357422,0.8378677361,0.0197378208,1.2903334323,0.9951159868,-0.0892696442,-0.0350019086,-0.0234514350
1520437800239690422,0.8404906829,0.0195549950,1.2801431639,0.9956074580,-0.0840096549,-0.0342203194,-0.0231762219
1520437800248023422,0.8429112743,0.0195800358,1.2698571921,0.9960319261,-0.0804638563,-0.0317720368,-0.0208927646
1520437800256357422,0.8457046681,0.0202615064,1.2595144244,0.9965080346,-0.0752393810,-0.0304084603,-0.0196493781
1520437800264690422,0.8489675874,0.0208733633,1.2493413818,0.9968731382,-0.0714647706,-0.0290137648,-0.0171736509
1520437800273023422,0.8522483818,0.0220172846,1.2391121890,0.9972011327,-0.0678695568,-0.0276599286,-0.0147835243
1520437800281357422,0.8558932655,0.0236908610,1.2286860051,0.9977719163,-0.0605251190,-0.0255868053,-0.0115424620
1520437800289690422,0.8600708928,0.0253810483,1.2185346891,0.9980822010,-0.0562155963,-0.0243942602,-0.0087548168
1520437800298024422,0.8643861896,0.0271938277,1.2082816753,0.9982780297,-0.0535540567,-0.0235334800,-0.0043719265
1520437800306357422,0.8687305265,0.0296325343,1.1981332912,0.9986227689,-0.0480624973,-0.0210368014,0.0001214212
1520437800314690422,0.8733833754,0.0322768551,1.1881104495,0.9987667135,-0.0452978438,-0.0198584592,0.0043357695
1520437800323023422,0.8784109244,0.0352081206,1.1780632699,0.9989089683,-0.0419219562,-0.0182079900,0.0095860134
1520437800331357422,0.8835357170,0.0385963226,1.1681157371,0.9990450718,-0.0377925622,-0.0162881947,0.0146751979
1520437800339690422,0.8887257124,0.0425409364,1.1583108153,0.9991492563,-0.0331622112,-0.0133249775,0.0205785391
1520437800348024422,0.8943774487,0.0467386459,1.1485026129,0.9991590901,-0.0290119007,-0.0110738848,0.0267729595
1520437800356357422,0.9003586949,0.0511828804,1.1389887798,0.9990597866,-0.0254444898,-0.0094485681,0.0338059964
1520437800364690422,0.9062612576,0.0561999753,1.1294514907,0.9989422140,-0.0217768032,-0.0061665298,0.0400274636
1520437800373023422,0.9129350918,0.0613497484,1.1201225779,0.9987223182,-0.0181800941,-0.0048652013,0.0468993082
1520437800381357422,0.9191772021,0.0669459356,1.1110859658,0.9984252558,-0.0138745456,-0.0013345407,0.0543389776
1520437800389690422,0.9259063752,0.0731595388,1.1019670668,0.9980594597,-0.0090798510,0.0000309142,0.0616025181
1520437800398023422,0.9326469087,0.0791218867,1.0931360307,0.9975790250,-0.0089170476,0.0014847882,0.0689519437
1520437800406357422,0.9395103389,0.0857285218,1.0844680851,0.9970511177,-0.0053229156,0.0035658589,0.0764723472
1520437800414690422,0.9463935005,0.0926871016,1.0759762742,0.9964366215,-0.0013890766,0.0053658147,0.0841625678
1520437800423024422,0.9534034890,0.1000167477,1.0678425032,0.9957856458,0.0018020688,0.0068778364,0.0914351981
1520437800431357422,0.9606625779,0.1075758970,1.0599085035,0.9950304272,0.0059854985,0.0078976303,0.0990769907
1520437800439690422,0.9680787610,0.1153227449,1.0526553934,0.9941666407,0.0084659050,0.0081647677,0.1072117319
1520437800448023422,0.9755412552,0.1237550528,1.0450228226,0.9933618659,0.0127826310,0.0092935902,0.1139404968
1520437800456357422,0.9830306534,0.1322504559,1.0380578030,0.9924540649,0.0155184748,0.0096028260,0.1212513580
1520437800464690422,0.9908049062,0.1411511519,1.0312715867,0.9913287549,0.0198720737,0.0103779184,0.1294785665
1520437800473024422,0.9986845135,0.1500680296,1.0249532753,0.9901197152,0.0218915270,0.0109395099,0.1380725816
1520437800481357422,1.0067296173,0.1593071098,1.0188616595,0.9888109718,0.0238328461,0.0109411426,0.1468507708
1520437800489690422,1.0147108348,0.1686913793,1.0130641411,0.9874157523,0.0257753647,0.0113461422,0.1556182117
1520437800498023422,1.0224614515,0.1788834908,1.0072560957,0.9859948139,0.0295115563,0.0118364306,0.1637168100
1520437800506357422,1.0304821072,0.1889821119,1.0018543768,0.9844032338,0.0321609802,0.0117641147,0.1725617290
1520437800514690422,1.0384058316,0.1992461928,0.9968201003,0.9827085658,0.0350512720,0.0122586311,0.1813973786
1520437800523023422,1.0464083898,0.2096201438,0.9921459317,0.9809575079,0.0374666181,0.0122099374,0.1901829059
1520437800531357422,1.0543165191,0.2202654154,0.9876732606,0.9791261511,0.0393804233,0.0119804401,0.1990417834
1520437800539690422,1.0624692715,0.2309151475,0.9837827483,0.9773434573,0.0406192927,0.0112695934,0.2074194680
1520437800548024422,1.0703906745,0.2419414187,0.9801496190,0.9755300839,0.0427531975,0.0105818125,0.2154094815
1520437800556357422,1.0783881890,0.2530190732,0.9768992978,0.9735278937,0.0449476213,0.0100844445,0.2238782156
1520437800564690422,1.0866368510,0.2639224567,0.9743464755,0.9718586155,0.0449596310,0.0076003372,0.2311097097
1520437800573023422,1.0944149339,0.2754651445,0.9715809432,0.9695859792,0.0490068709,0.0078572390,0.2396656406
1520437800581357422,1.1022147087,0.2868667883,0.9694271563,0.9672770507,0.0514225288,0.0075287657,0.2483428043
1520437800589690422,1.1099989236,0.2985801587,0.9675487500,0.9654171979,0.0536971866,0.0057719652,0.2550547601
1520437800598024422,1.1176768110,0.3102435722,0.9660244598,0.9631137394,0.0558939208,0.0054973852,0.2631683365
1520437800606357422,1.1254622777,0.3217502599,0.9651158160,0.9611903768,0.0569591724,0.0038144006,0.2699151025
1520437800614690422,1.1332170820,0.3333913310,0.9644300286,0.9590557511,0.0588174199,0.0029100206,0.2770272715
1520437800623023422,1.1408077648,0.3446630259,0.9641492274,0.9568416120,0.0597799019,0.0022998548,0.2843856599
1520437800631357422,1.1482138693,0.3566994273,0.9637774241,0.9547590233,0.0623084094,0.0015106664,0.2907758372
1520437800639690422,1.1555002793,0.3682411351,0.9639468889,0.9523730518,0.0647491864,0.0016709160,0.2979770480
1520437800648023422,1.1627663512,0.3802813533,0.9642979670,0.9504676706,0.0672340125,0.0001875376,0.3034645936
1520437800656357422,1.1700602216,0.3913889998,0.9653862132,0.9482358688,0.0681921067,-0.0005870052,0.3101583937
1520437800664690422,1.1772399108,0.4028214261,0.9667753392,0.9462569017,0.0696000039,-0.0023232099,0.3158295714
1520437800673024422,1.1843597618,0.4140970618,0.9685238401,0.9441691062,0.0710561499,-0.0039364659,0.3216834263
1520437800681357422,1.1912861773,0.4253615650,0.9705383691,0.9421248820,0.0725636078,-0.0061432291,0.3272575291
1520437800689690422,1.1981352503,0.4364998066,0.9729726672,0.9405113545,0.0735875680,-0.0093180955,0.3315666374
1520437800698023422,1.2048540155,0.4473483435,0.9758161774,0.9382510864,0.0748718899,-0.0112444665,0.3375687499
1520437800706357422,1.2114203298,0.4581865004,0.9789907583,0.9367129840,0.0755775293,-0.0149176269,0.3415176233
1520437800714690422,1.2179260845,0.4686920257,0.9826491424,0.9344365891,0.0763584066,-0.0167752176,0.3474424366
1520437800723024422,1.2242445153,0.4790602253,0.9866266091,0.9326165670,0.0769220620,-0.0199447014,0.3520107160
1520437800731357422,1.2302845159,0.4896534891,0.9906682096,0.9307477655,0.0783470294,-0.0229008846,0.3564349723
1520437800739690422,1.2363875529,0.4993186299,0.9955066387,0.9289398849,0.0775388927,-0.0256097113,0.3611129368
1520437800748023422,1.2421681106,0.5091588148,1.0004861927,0.9272175660,0.0783278408,-0.0288079068,0.3651060658
1520437800756357422,1.2478655129,0.5184620655,1.0058936148,0.9254722320,0.0780399055,-0.0318757025,0.3693167482
1520437800764690422,1.2534492063,0.5276837142,1.0116188518,0.9238389481,0.0781168332,-0.0354229939,0.3730476777
1520437800773023422,1.2589885069,0.5366042422,1.0177950380,0.9222664775,0.0777563876,-0.0380932737,0.3767325195
1520437800781357422,1.2641828476,0.5450335073,1.0241962358,0.9207536376,0.0773457837,-0.0409826119,0.3801983614
1520437800789690422,1.2690858106,0.5530726866,1.0308403118,0.9192411573,0.0772192417,-0.0438997876,0.3835435986
1520437800798024422,1.2744015717,0.5609673924,1.0381077390,0.9181840012,0.0759211695,-0.0466587632,0.3860013935
1520437800806357422,1.2791058559,0.5685527957,1.0454961555,0.9171886093,0.0754455865,-0.0489051836,0.3881768946
1520437800814690422,1.2832023343,0.5755848266,1.0527739362,0.9160364591,0.0764412860,-0.0516186996,0.3903452899
1520437800823023422,1.2879417690,0.5822349045,1.0609403533,0.9148511552,0.0745091010,-0.0550690389,0.3930180133
1520437800831357422,1.2922735978,0.5883807992,1.0693905045,0.9137296136,0.0723521249,-0.0585243727,0.3955227694
1520437800839690422,1.2965444611,0.5944982629,1.0777609984,0.9124640959,0.0727458040,-0.0629670028,0.3976838924
1520437800848024422,1.3003406532,0.5992825856,1.0868089832,0.9114416496,0.0686608772,-0.0670038267,0.4000878535
1520437800856357422,1.3039610643,0.6046693370,1.0958845669,0.9105704650,0.0680650511,-0.0707300389,0.4015293746
1520437800864690422,1.3077555763,0.6090484177,1.1052756788,0.9092373365,0.0651905549,-0.0755391126,0.4041429202
1520437800873023422,1.3110632350,0.6128049274,1.1148561911,0.9079041326,0.0612670476,-0.0799043686,0.4069050586
1520437800881357422,1.3145072306,0.6166117837,1.1247489936,0.9068837359,0.0581660763,-0.0847881175,0.4086435760
1520437800889690422,1.3176826519,0.6201259115,1.1345467359,0.9059459898,0.0561773330,-0.0899539411,0.4098954249
1520437800898023422,1.3206180514,0.6233833578,1.1444565903,0.9050046830,0.0544872421,-0.0949775533,0.4110680341
1520437800906357422,1.3236228394,0.6259980392,1.1546972881,0.9039061102,0.0514433548,-0.0996702387,0.4127628480
1520437800914690422,1.3265563148,0.6283003363,1.1650825401,0.9030493445,0.0480178656,-0.1046666459,0.4138128311
1520437800923024422,1.3285890210,0.6296733900,1.1763623724,0.9030333400,0.0422567227,-0.1052610031,0.4143250866
1520437800931357422,1.3319210017,0.6317769844,1.1862358939,0.9008139457,0.0418652660,-0.1136666393,0.4169669410
1520437800939690422,1.3345042980,0.6329956753,1.1970971805,0.8997341366,0.0382748309,-0.1192027062,0.4180959645
1520437800948023422,1.3368752433,0.6338837616,1.2078195915,0.8989404012,0.0350019041,-0.1231872899,0.4189342590
1520437800956357422,1.3392355122,0.6344269187,1.2188323543,0.8977562305,0.0314023561,-0.1287032270,0.4200989430
1520437800964690422,1.3405745807,0.6340952338,1.2305144447,0.8975243060,0.0249801163,-0.1285028397,0.4210856613
1520437800973024422,1.3435451552,0.6345485537,1.2406064560,0.8947135095,0.0236554110,-0.1380787636,0.4241018892
1520437800981357422,1.3453144981,0.6336482102,1.2521297512,0.8941964174,0.0178663448,-0.1424364894,0.4240346770
1520437800989690422,1.3472529717,0.6334306719,1.2628494495,0.8929424260,0.0150149098,-0.1458866382,0.4256118715
1520437800998023422,1.3489231252,0.6324696310,1.2741290095,0.8916702912,0.0105501888,-0.1503968679,0.4268413844
1520437801006357422,1.3504925707,0.6309266836,1.2852751121,0.8915267739,0.0051883985,-0.1535852099,0.4261040661
1520437801014690422,1.3517257703,0.6291814468,1.2962112146,0.8908413738,0.0005981626,-0.1573386721,0.4261992858
1520437801023023422,1.3526811492,0.6272350494,1.3073376839,0.8891746109,-0.0048645729,-0.1614970215,0.4280929331
1520437801031357422,1.3537943661,0.6249820642,1.3181513683,0.8891996943,-0.0100483842,-0.1636441054,0.4271341011
1520437801039690422,1.3545051178,0.6222573940,1.3292795669,0.8877108823,-0.0181893711,-0.1671874608,0.4285870847
1520437801048024422,1.3554281543,0.6195520549,1.3402196013,0.8875522613,-0.0247524432,-0.1719315830,0.4267057895
1520437801056357422,1.3559762487,0.6165217871,1.3509922841,0.8870591964,-0.0307818309,-0.1753173023,0.4259604493
1520437801064690422,1.3560220450,0.6126129891,1.3610270539,0.8863584609,-0.0384464476,-0.1782232547,0.4255902031
1520437801073023422,1.3565048838,0.6094392354,1.3717265359,0.8867390246,-0.0435937880,-0.1798996617,0.4235913072
1520437801081357422,1.3564610260,0.6054571578,1.3818044418,0.8865790580,-0.0503792340,-0.1824817389,0.4220662527
1520437801089690422,1.3558485807,0.6013582572,1.3917898205,0.8864888914,-0.0539626989,-0.1837755950,0.4212505232
1520437801098024422,1.3559035608,0.5969690985,1.4016237560,0.8862523157,-0.0641533893,-0.1869721538,0.4189064207
1520437801106357422,1.3554015395,0.5923373870,1.4112776229,0.8865519232,-0.0703050593,-0.1888409804,0.4164396358
1520437801114690422,1.3549899453,0.5879106750,1.4208833359,0.8866251394,-0.0765330171,-0.1903263589,0.4145050501
1520437801123023422,1.3543801269,0.5826801753,1.4300441465,0.8871942369,-0.0824953168,-0.1918576084,0.4114262592
1520437801131357422,1.3537988581,0.5777536101,1.4393427714,0.8876037733,-0.0882280755,-0.1935086795,0.4085703603
1520437801139690422,1.3527851661,0.5724567202,1.4478470275,0.8885011672,-0.0926852392,-0.1940468001,0.4053652200
1520437801148023422,1.3522603307,0.5671493012,1.4571216423,0.8884871298,-0.0995405666,-0.1954702231,0.4030802496
1520437801156357422,1.3513012063,0.5615702477,1.4657207933,0.8889879106,-0.1051416418,-0.1964439609,0.4000693692
1520437801164690422,1.3504567068,0.5557366821,1.4741228592,0.8897586454,-0.1101915786,-0.1970732368,0.3966730496
1520437801173024422,1.3495413859,0.5500170171,1.4826710856,0.8899719902,-0.1160412416,-0.1982366984,0.3939371757
1520437801181357422,1.3484305497,0.5434757077,1.4906887753,0.8900871507,-0.1258163332,-0.1994146601,0.3900626971
1520437801189690422,1.3470413855,0.5373503523,1.4984918974,0.8910108846,-0.1302885066,-0.1992894079,0.3865336214
1520437801198023422,1.3458999412,0.5307635887,1.5062644329,0.8911411301,-0.1392136356,-0.2003671832,0.3825441696
1520437801206357422,1.3443428438,0.5244244189,1.5138390015,0.8914636035,-0.1449082742,-0.2010404820,0.3793111655
1520437801214690422,1.3426878237,0.5180225197,1.5210608767,0.8919063163,-0.1499915918,-0.1996156352,0.3770401087
1520437801223024422,1.3409366158,0.5112083575,1.5282079602,0.8923094326,-0.1563959507,-0.1995201644,0.3735182553
1520437801231357422,1.3394229242,0.5048356668,1.5352447383,0.8930996669,-0.1616799850,-0.1998543635,0.3691758399
1520437801239690422,1.3377205674,0.4981648800,1.5420538884,0.8937058846,-0.1677329538,-0.1998211431,0.3650026834
1520437801248023422,1.3360557584,0.4916505187,1.5487350613,0.8942469459,-0.1737083564,-0.1994516630,0.3610634858
1520437801256357422,1.3343420203,0.4846452185,1.5553674728,0.8948504104,-0.1806757397,-0.1994254387,0.3561299124
1520437801264690422,1.3322157536,0.4780465010,1.5612173611,0.8957641150,-0.1850652534,-0.1982045387,0.3522392130
1520437801273023422,1.3302037545,0.4713683311,1.5672680116,0.8965872300,-0.1904054928,-0.1976681950,0.3475692333
1520437801281357422,1.3284585227,0.4642796900,1.5733378135,0.8968984974,-0.1973378942,-0.1966892560,0.3434300184
1520437801289690422,1.3264749321,0.4571820470,1.5789418536,0.8976718281,-0.2026248069,-0.1953370864,0.3390750645
1520437801298024422,1.3243392598,0.4502336528,1.5841795150,0.8983510147,-0.2078152602,-0.1941615414,0.3347828667
1520437801306357422,1.3220458305,0.4438206108,1.5889735859,0.8999700708,-0.2105280448,-0.1926235856,0.3295875731
1520437801314690422,1.3200557697,0.4369444947,1.5937272731,0.9012553588,-0.2141043929,-0.1902916520,0.3250956387
1520437801323023422,1.3182367076,0.4296057223,1.5985118318,0.9016092239,-0.2204875654,-0.1888158049,0.3206783946
1520437801331357422,1.3162942387,0.4227722186,1.6028701033,0.9028930345,-0.2239663838,-0.1872925928,0.3155070709
1520437801339690422,1.3141269974,0.4156675363,1.6067255065,0.9037459444,-0.2290527812,-0.1856798123,0.3103241833
1520437801348024422,1.3120367853,0.4090229986,1.6103983889,0.9052496131,-0.2318361438,-0.1838064741,0.3049431429
1520437801356357422,1.3098610031,0.4020963819,1.6138226723,0.9062795320,-0.2358452362,-0.1821027912,0.2997882718
1520437801364690422,1.3076197837,0.3950483499,1.6168138122,0.9074336365,-0.2395251398,-0.1800630769,0.2945661067
1520437801373023422,1.3051506263,0.3883146654,1.6195147218,0.9086157445,-0.2431789761,-0.1788203741,0.2886255157
1520437801381357422,1.3030836148,0.3815693240,1.6221039537,0.9096703184,-0.2465213423,-0.1763017380,0.2839803457
1520437801389690422,1.3006337819,0.3746222378,1.6241932342,0.9104811476,-0.2504900393,-0.1748460197,0.2787609897
1520437801398023422,1.2981888687,0.3678243477,1.6259868939,0.9113968890,-0.2543581673,-0.1722899035,0.2738134815
1520437801406357422,1.2958848406,0.3612148982,1.6275562435,0.9127648137,-0.2568616678,-0.1701290227,0.2682137100
1520437801414690422,1.2929375746,0.3548928612,1.6281390362,0.9151682516,-0.2575951852,-0.1682073319,0.2604190573
1520437801423024422,1.2906575979,0.3482744857,1.6290830355,0.9161547321,-0.2605235041,-0.1652240200,0.2559082527
1520437801431357422,1.2886910606,0.3416923267,1.6299164319,0.9169435931,-0.2636553630,-0.1622550541,0.2517411252
1520437801439690422,1.2864671771,0.3350625316,1.6303529383,0.9176966385,-0.2670784696,-0.1591399872,0.2473387056
1520437801448023422,1.2839569535,0.3283983768,1.6300619837,0.9186094288,-0.2700120825,-0.1554901995,0.2430493581
1520437801456357422,1.2817863258,0.3219901698,1.6297380179,0.9195537133,-0.2725259248,-0.1525763321,0.2384765219
1520437801464690422,1.2796081918,0.3153764544,1.6289844775,0.9205007314,-0.2750566799,-0.1493270499,0.2339308840
1520437801473024422,1.2775301013,0.3092448588,1.6280143965,0.9221931448,-0.2756115290,-0.1465521905,0.2282992426
1520437801481357422,1.2756556213,0.3030264979,1.6265614292,0.9237782640,-0.2758257707,-0.1437869794,0.2233364450
1520437801489690422,1.2736835200,0.2968542342,1.6248135136,0.9251900806,-0.2766102322,-0.1405110853,0.2185560094
1520437801498023422,1.2716427828,0.2904794037,1.6227416796,0.9263455880,-0.2773561476,-0.1379733783,0.2142913109
1520437801506357422,1.2697118740,0.2842718881,1.6204073288,0.9276336879,-0.2776416372,-0.1350445774,0.2101756990
1520437801514690422,1.2680652937,0.2782152578,1.6178870317,0.9288549876,-0.2777008653,-0.1321399514,0.2065179766
1520437801523023422,1.2661633338,0.2721349050,1.6148126540,0.9303045988,-0.2769087176,-0.1293376973,0.2027971293
1520437801531357422,1.2642480850,0.2659953054,1.6116233248,0.9316621410,-0.2762219547,-0.1266708386,0.1991521664
1520437801539690422,1.2625249742,0.2600209313,1.6081885933,0.9326706241,-0.2759933663,-0.1238899003,0.1964801805
1520437801548024422,1.2610816933,0.2540710691,1.6045325608,0.9342955883,-0.2739008956,-0.1215848514,0.1930988786
1520437801556357422,1.2590668182,0.2480848874,1.6003370488,0.9352337810,-0.2738264396,-0.1182250583,0.1907346101
1520437801564690422,1.2575179369,0.2423056955,1.5960072926,0.9366972577,-0.2721384699,-0.1152410267,0.1877722195
1520437801573023422,1.2564320868,0.2370631587,1.5914085251,0.9390792048,-0.2672138863,-0.1141252412,0.1835821762
1520437801581357422,1.2549288028,0.2315352780,1.5865301744,0.9403748242,-0.2654934974,-0.1113600195,0.1811279626
1520437801589690422,1.2535302498,0.2262117723,1.5812524094,0.9422714004,-0.2616042345,-0.1097360365,0.1778927622
1520437801598024422,1.2521463277,0.2209246589,1.5757744914,0.9439501199,-0.2585726615,-0.1071692046,0.1749660295
1520437801606357422,1.2506962968,0.2159508482,1.5698056872,0.9459681489,-0.2541280105,-0.1047843663,0.1719984076
1520437801614690422,1.2493730120,0.2108530656,1.5635811561,0.9477584028,-0.2501154774,-0.1026839043,0.1692698249
1520437801623023422,1.2484435488,0.2061464929,1.5572645267,0.9495612566,-0.2458107316,-0.1009694525,0.1664802506
1520437801631357422,1.2471873349,0.2014464501,1.5505392045,0.9513179204,-0.2419768624,-0.0987366487,0.1633783544
1520437801639690422,1.2462186705,0.1968645254,1.5436742606,0.9528634917,-0.2384273992,-0.0963123036,0.1610201284
1520437801648023422,1.2449217063,0.1921789875,1.5362825454,0.9544633591,-0.2349085820,-0.0931160557,0.1585782280
1520437801656357422,1.2439888717,0.1878743031,1.5287745341,0.9561059296,-0.2310036561,-0.0900112164,0.1561945682
1520437801664690422,1.2429649441,0.1837418219,1.5208669807,0.9582561991,-0.2255493357,-0.0867264252,0.1528106055
1520437801673024422,1.2419450140,0.1797610637,1.5126058142,0.9599826321,-0.2210613702,-0.0834361997,0.1503449943
1520437801681357422,1.2413316800,0.1758668916,1.5046452783,0.9613301668,-0.2179658162,-0.0810862885,0.1475134815
1520437801689690422,1.2400444393,0.1725085718,1.4955590698,0.9635557291,-0.2118298220,-0.0776550495,0.1437295264
1520437801698023422,1.2390894998,0.1689438295,1.4866456983,0.9648876068,-0.2079593190,-0.0744253141,0.1421467571
1520437801706357422,1.2383677970,0.1657293442,1.4775474015,0.9665094447,-0.2029458626,-0.0720710339,0.1395644520
1520437801714690422,1.2377471651,0.1626821729,1.4682146308,0.9679299333,-0.1981464969,-0.0704437899,0.1374310100
1520437801723024422,1.2372053305,0.1601097517,1.4587205900,0.9697374467,-0.1921340519,-0.0695008536,0.1336541127
1520437801731357422,1.2364508639,0.1575269711,1.4490800541,0.9711842286,-0.1871091571,-0.0679705684,0.1310395329
1520437801739690422,1.2364685702,0.1551545922,1.4393354225,0.9722567101,-0.1819886483,-0.0665407168,0.1310318836
1520437801748023422,1.2356820010,0.1528699944,1.4292298433,0.9730684318,-0.1791947135,-0.0645574373,0.1298438255
1520437801756357422,1.2353176849,0.1512259972,1.4190107846,0.9742308473,-0.1743933956,-0.0639286386,0.1279622168
1520437801764690422,1.2348775233,0.1497030838,1.4085348259,0.9753344764,-0.1701293406,-0.0625963041,0.1259379579
1520437801773023422,1.2348067201,0.1485841708,1.3980201675,0.9767254946,-0.1643599474,-0.0621515599,0.1230052826
1520437801781357422,1.2348880865,0.1481811596,1.3872120887,0.9786787337,-0.1551829274,-0.0615123618,0.1196763330
